@W: CD276 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":23:4:23:19|Map for port i_stm32_tx_count of component controller_headstage not found
@W: CD326 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Dual_SPI.vhd":56:2:56:23|Port o_fifo_empty of entity work.controller_headstage is unconnected. If a port needs to remain unconnected, use the keyword open.
@W: CD326 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Dual_SPI.vhd":56:2:56:23|Port o_fifo_q of entity work.controller_headstage is unconnected. If a port needs to remain unconnected, use the keyword open.
@W: CD326 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Dual_SPI.vhd":56:2:56:23|Port o_fifo_re of entity work.controller_headstage is unconnected. If a port needs to remain unconnected, use the keyword open.
@W: CD326 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Dual_SPI.vhd":56:2:56:23|Port o_fifo_we of entity work.controller_headstage is unconnected. If a port needs to remain unconnected, use the keyword open.
@W: CD326 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Dual_SPI.vhd":56:2:56:23|Port o_fifo_data of entity work.controller_headstage is unconnected. If a port needs to remain unconnected, use the keyword open.
@W: CD326 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Dual_SPI.vhd":56:2:56:23|Port o_stm32_rx_byte_rising of entity work.controller_headstage is unconnected. If a port needs to remain unconnected, use the keyword open.
@W: CD326 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Dual_SPI.vhd":56:2:56:23|Port o_stm32_rx_dv of entity work.controller_headstage is unconnected. If a port needs to remain unconnected, use the keyword open.
@W: CD326 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Dual_SPI.vhd":56:2:56:23|Port o_stm32_rx_count of entity work.controller_headstage is unconnected. If a port needs to remain unconnected, use the keyword open.
@W: CD326 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Dual_SPI.vhd":56:2:56:23|Port o_stm32_tx_ready of entity work.controller_headstage is unconnected. If a port needs to remain unconnected, use the keyword open.
@W: CD326 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Dual_SPI.vhd":56:2:56:23|Port o_stm32_tx_dv of entity work.controller_headstage is unconnected. If a port needs to remain unconnected, use the keyword open.
@W: CD326 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Dual_SPI.vhd":56:2:56:23|Port o_stm32_tx_byte of entity work.controller_headstage is unconnected. If a port needs to remain unconnected, use the keyword open.
@W: CG296 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":227:2:227:8|Incomplete sensitivity list; assuming completeness. Make sure all referenced variables in message CG290 are included in the sensitivity list.
@W: CG290 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":229:7:229:13|Referenced variable i_rst_l is not in sensitivity list.
@W: CG296 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":253:2:253:8|Incomplete sensitivity list; assuming completeness. Make sure all referenced variables in message CG290 are included in the sensitivity list.
@W: CG290 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":255:7:255:13|Referenced variable i_rst_l is not in sensitivity list.
@W: CD638 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":127:9:127:21|Signal int_fifo_data is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":128:9:128:19|Signal int_fifo_we is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":136:9:136:25|Signal int_rhd64_spi_clk is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":137:9:137:26|Signal int_rhd64_spi_miso is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":138:9:138:26|Signal int_rhd64_spi_mosi is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":139:9:139:26|Signal int_rhd64_spi_cs_n is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":140:9:140:26|Signal int_rhd64_tx_count is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":144:9:144:26|Signal int_rhd64_rx_count is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":145:9:145:23|Signal int_rhd64_rx_dv is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":146:9:146:32|Signal int_rhd64_rx_byte_rising is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":147:9:147:33|Signal int_rhd64_rx_byte_falling is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":149:9:149:25|Signal int_stm32_spi_clk is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":150:9:150:26|Signal int_stm32_spi_miso is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":151:9:151:26|Signal int_stm32_spi_mosi is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":152:9:152:26|Signal int_stm32_spi_cs_n is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":153:9:153:26|Signal int_stm32_tx_count is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":157:9:157:26|Signal int_stm32_rx_count is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":158:9:158:23|Signal int_stm32_rx_dv is undriven. Either assign the signal a value or remove the signal declaration.
@W: CG296 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\SPI_Master.vhd":70:19:70:25|Incomplete sensitivity list; assuming completeness. Make sure all referenced variables in message CG290 are included in the sensitivity list.
@W: CG290 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\SPI_Master.vhd":77:25:77:30|Referenced variable w_cpol is not in sensitivity list.
@W: CG296 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\SPI_Master.vhd":183:14:183:20|Incomplete sensitivity list; assuming completeness. Make sure all referenced variables in message CG290 are included in the sensitivity list.
@W: CG290 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\SPI_Master.vhd":186:20:186:25|Referenced variable w_cpol is not in sensitivity list.
@W: CD638 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_RHD64.vhd":98:9:98:19|Signal int_tx_byte is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_RHD64.vhd":99:9:99:17|Signal int_tx_dv is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_RHD64.vhd":100:9:100:20|Signal int_tx_ready is undriven. Either assign the signal a value or remove the signal declaration.
@W: CD638 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_RHD64.vhd":103:9:103:18|Signal int_fifo_q is undriven. Either assign the signal a value or remove the signal declaration.
@W: CG296 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\SPI_Master.vhd":70:19:70:25|Incomplete sensitivity list; assuming completeness. Make sure all referenced variables in message CG290 are included in the sensitivity list.
@W: CG290 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\SPI_Master.vhd":77:25:77:30|Referenced variable w_cpol is not in sensitivity list.
@W: CG296 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\SPI_Master.vhd":183:14:183:20|Incomplete sensitivity list; assuming completeness. Make sure all referenced variables in message CG290 are included in the sensitivity list.
@W: CG290 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\SPI_Master.vhd":186:20:186:25|Referenced variable w_cpol is not in sensitivity list.
@W: CL169 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":255:4:255:5|Pruning unused register data_to_send_2(15 downto 0). Make sure that there are no unused intermediate registers.
@W: CL271 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\Controller_Headstage.vhd":255:4:255:5|Pruning unused bits 31 to 16 of counter_4(31 downto 0). If this is not the intended behavior, drive the inputs with valid values, or inputs from the top level.
@W: CL190 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\SPI_Master_CS.vhd":146:4:146:5|Optimizing register bit r_TX_Count(4) to a constant 0. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: CL260 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\SPI_Master_CS.vhd":146:4:146:5|Pruning register bit 4 of r_TX_Count(4 downto 0). If this is not the intended behavior, drive the input with valid values, or an input from the top level.
@W: CL190 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\SPI_Master_CS.vhd":146:4:146:5|Optimizing register bit r_TX_Count(3) to a constant 0. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: CL260 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\SPI_Master_CS.vhd":146:4:146:5|Pruning register bit 3 of r_TX_Count(3 downto 0). If this is not the intended behavior, drive the input with valid values, or an input from the top level.
@W: CL190 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\SPI_Master_CS.vhd":146:4:146:5|Optimizing register bit r_TX_Count(2) to a constant 0. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: CL260 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\SPI_Master_CS.vhd":146:4:146:5|Pruning register bit 2 of r_TX_Count(2 downto 0). If this is not the intended behavior, drive the input with valid values, or an input from the top level.
@W: CL190 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\SPI_Master_CS.vhd":146:4:146:5|Optimizing register bit r_TX_Count(5) to a constant 0. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: CL260 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\SPI_Master_CS.vhd":146:4:146:5|Pruning register bit 5 of r_TX_Count(5 downto 0). If this is not the intended behavior, drive the input with valid values, or an input from the top level.
@W: CL190 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\SPI_Master_CS.vhd":146:4:146:5|Optimizing register bit r_TX_Count(4) to a constant 0. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: CL260 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\SPI_Master_CS.vhd":146:4:146:5|Pruning register bit 4 of r_TX_Count(4 downto 0). If this is not the intended behavior, drive the input with valid values, or an input from the top level.
@W: CL190 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\SPI_Master_CS.vhd":146:4:146:5|Optimizing register bit r_TX_Count(3) to a constant 0. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: CL260 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\SPI_Master_CS.vhd":146:4:146:5|Pruning register bit 3 of r_TX_Count(3 downto 0). If this is not the intended behavior, drive the input with valid values, or an input from the top level.
@W: CL190 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\SPI_Master_CS.vhd":146:4:146:5|Optimizing register bit r_TX_Count(2) to a constant 0. To keep the instance, apply constraint syn_preserve=1 on the instance.
@W: CL260 :"C:\Users\David\Desktop\WiFi Headstage GIT\WiFiHeadstage\WiFiHeadstage Roussel\FPGA_Controller\hdl\SPI_Master_CS.vhd":146:4:146:5|Pruning register bit 2 of r_TX_Count(2 downto 0). If this is not the intended behavior, drive the input with valid values, or an input from the top level.

