frame_id,class_id,instance_id,x0,y0,score0,x1,y1,score1,x2,y2,score2,x3,y3,score3,x4,y4,score4,x5,y5,score5,x6,y6,score6,x7,y7,score7,x8,y8,score8,x9,y9,score9,x10,y10,score10,x11,y11,score11,x12,y12,score12,x13,y13,score13,x14,y14,score14,x15,y15,score15,x16,y16,score16
2,22,1,1458.75,277.125,0.96533203,1417.5,270.75,0.9873047,1434.75,309.75,0.9916992,1446.75,218.25,0.89160156,1407.0,452.25,0.21350098,1543.5,265.5,0.8623047,1572.0,431.25,0.9458008,1579.5,579.75,0.93359375,1323.75,268.125,0.984375,1300.5,450.0,0.9951172,1304.25,666.0,0.98339844,1483.5,471.0,0.14685059,1471.5,537.0,0.30371094,1431.0,626.25,0.40966797,1323.0,465.75,0.42163086,1296.75,525.0,0.5776367,1289.25,621.0,0.62353516
2,22,2,882.0,451.5,0.95751953,844.5,456.0,0.9814453,863.25,480.75,0.9794922,843.0,424.5,0.640625,732.375,485.25,0.22473145,942.0,434.25,0.22338867,970.5,534.0,0.10668945,975.0,584.25,0.082092285,733.125,438.75,0.8774414,703.125,561.75,0.67529297,852.75,584.25,0.45117188,804.75,525.75,0.030212402,860.25,551.25,0.029037476,834.0,594.0,0.018096924,695.25,537.0,0.17712402,724.875,567.0,0.15075684,766.5,615.0,0.06500244
2,22,3,492.75,514.5,0.96875,452.625,513.75,0.9711914,474.75,543.75,0.98291016,469.5,446.25,0.64501953,532.875,477.75,0.087402344,565.5,480.0,0.33935547,578.25,581.25,0.24511719,525.75,624.0,0.1965332,384.75,474.0,0.4128418,374.0625,573.75,0.3100586,416.625,582.75,0.30615234,579.0,513.0,0.029418945,588.75,564.75,0.023147583,586.5,601.5,0.018157959,464.25,519.0,0.017303467,472.125,580.5,0.016403198,517.875,606.0,0.018615723
2,22,4,1074.0,515.25,0.94921875,1035.75,510.0,0.9536133,1056.0,538.5,0.9711914,1062.75,441.75,0.5917969,1099.5,473.25,0.121276855,1148.25,463.5,0.3232422,1169.25,561.0,0.25195312,1139.25,624.0,0.26098633,970.5,459.75,0.3725586,946.5,567.0,0.26953125,982.5,635.25,0.3088379,1146.75,519.75,0.037902832,1152.0,561.0,0.034606934,1148.25,604.5,0.035827637,1032.75,517.5,0.026855469,1031.25,564.0,0.02355957,1059.75,599.25,0.032226562
2,22,5,235.3125,311.625,0.96875,202.5,309.75,0.9711914,217.125,342.75,0.98583984,203.625,275.25,0.71777344,295.5,412.5,0.050231934,297.75,313.875,0.76464844,330.0,434.25,0.67285156,284.0625,502.5,0.4182129,128.90625,300.75,0.6870117,116.90625,405.75,0.5102539,155.25,413.25,0.40942383,328.875,442.5,0.03677368,354.5625,436.5,0.032226562,356.8125,475.5,0.019866943,217.125,445.5,0.01411438,215.625,450.75,0.014175415,266.25,477.0,0.014389038
3,22,1,1456.5,277.5,0.97216797,1417.5,270.375,0.9892578,1433.25,308.25,0.99365234,1448.25,213.0,0.88623047,1410.75,449.25,0.29663086,1549.5,254.625,0.9003906,1575.0,427.5,0.95996094,1584.0,585.75,0.94433594,1323.75,262.125,0.98583984,1300.5,454.5,0.99560547,1305.0,663.75,0.98291016,1479.0,475.5,0.17529297,1466.25,528.0,0.3474121,1419.0,621.0,0.48120117,1325.25,468.0,0.46972656,1293.0,515.25,0.64404297,1275.0,616.5,0.67871094
3,22,2,892.5,447.0,0.94873047,856.5,453.75,0.9819336,877.5,477.75,0.9785156,843.0,422.25,0.66015625,724.5,484.5,0.2919922,945.0,427.5,0.21972656,979.5,520.5,0.110839844,988.5,570.75,0.08770752,733.5,438.75,0.88623047,705.0,557.25,0.68115234,847.5,573.0,0.46484375,801.0,523.5,0.040100098,860.25,552.0,0.039489746,838.5,593.25,0.024093628,692.625,540.0,0.2467041,727.875,573.0,0.20581055,776.25,619.5,0.0881958
3,22,3,492.0,513.0,0.9682617,453.0,513.75,0.9765625,474.0,541.5,0.98583984,460.5,449.25,0.6538086,519.0,471.75,0.0793457,566.25,477.0,0.34545898,577.125,577.5,0.26171875,519.375,611.25,0.22473145,358.875,462.75,0.5209961,317.0625,551.25,0.453125,339.5625,523.5,0.4494629,571.875,508.5,0.024139404,593.625,558.0,0.02079773,592.5,594.0,0.018295288,448.125,513.75,0.018051147,463.875,575.25,0.019500732,515.625,603.75,0.021942139
3,22,4,1082.25,509.25,0.9433594,1046.25,504.75,0.95996094,1065.75,532.5,0.9736328,1062.0,429.75,0.65478516,1091.25,483.75,0.14294434,1146.75,458.25,0.3503418,1164.0,558.0,0.27929688,1126.5,610.5,0.2836914,972.0,453.0,0.4753418,951.75,567.0,0.36035156,978.75,634.5,0.37182617,1142.25,525.75,0.04336548,1142.25,566.25,0.040924072,1137.75,610.5,0.0413208,1024.5,521.25,0.039642334,1017.0,567.75,0.033599854,1039.5,605.25,0.04321289
3,22,5,229.3125,278.625,0.9663086,198.375,276.375,0.97265625,212.625,305.625,0.98876953,208.3125,294.375,0.66748047,263.625,396.0,0.043121338,291.5625,291.75,0.66845703,322.125,394.5,0.5991211,276.75,444.75,0.45092773,137.0625,286.5,0.77246094,113.0625,381.0,0.72753906,148.96875,394.5,0.6381836,300.75,419.25,0.028015137,342.75,422.25,0.031433105,348.75,462.0,0.024139404,203.625,424.5,0.020019531,215.0625,435.75,0.027694702,265.6875,468.75,0.029205322
4,22,1,1457.25,276.0,0.96777344,1416.0,270.0,0.9873047,1432.5,308.25,0.9916992,1452.75,218.25,0.9013672,1404.75,450.75,0.22265625,1551.0,265.125,0.8876953,1578.0,428.25,0.9580078,1585.5,577.5,0.94677734,1325.25,270.375,0.98779297,1302.75,449.25,0.99609375,1308.0,663.0,0.9873047,1480.5,472.5,0.1550293,1464.0,538.5,0.32348633,1417.5,624.0,0.4345703,1322.25,467.25,0.4633789,1297.5,526.5,0.61865234,1289.25,618.75,0.6586914
4,22,2,897.75,444.75,0.94091797,864.0,453.0,0.9868164,888.0,472.5,0.97802734,830.25,432.0,0.77197266,712.875,480.75,0.4650879,902.25,440.25,0.24255371,909.0,530.25,0.13366699,902.25,579.0,0.101257324,730.125,441.75,0.9160156,706.875,555.0,0.74609375,831.0,568.5,0.5332031,788.25,521.25,0.072631836,834.0,547.5,0.06359863,817.5,582.75,0.036895752,689.25,533.25,0.3713379,725.25,568.5,0.29248047,768.0,609.75,0.12792969
4,22,3,501.0,512.25,0.95947266,467.25,513.0,0.9770508,481.125,540.75,0.9848633,477.375,438.0,0.70751953,517.5,488.25,0.07543945,572.25,476.25,0.35595703,573.0,577.5,0.28979492,519.0,611.25,0.25683594,374.25,447.0,0.70703125,300.375,516.75,0.7163086,286.875,450.0,0.6933594,579.0,525.75,0.017852783,598.5,559.5,0.015670776,596.625,584.25,0.016784668,453.375,524.25,0.025558472,463.875,573.75,0.027740479,513.375,597.75,0.029586792
4,22,4,1083.75,506.25,0.9321289,1050.0,498.75,0.9506836,1068.0,524.25,0.97216797,1074.75,433.5,0.69091797,1050.75,508.5,0.16210938,1137.75,473.25,0.48217773,1120.5,574.5,0.45751953,1013.25,597.75,0.47192383,988.5,436.5,0.41064453,948.0,530.25,0.30664062,936.75,582.75,0.40429688,1099.5,546.75,0.045196533,1082.25,560.25,0.04949951,1049.25,596.25,0.056121826,997.5,509.25,0.04486084,972.0,525.0,0.03845215,972.75,562.5,0.058013916
4,22,5,214.6875,254.25,0.8022461,195.75,258.75,0.74072266,207.75,283.125,0.8930664,256.5,203.625,0.6640625,312.1875,277.875,0.098083496,317.625,195.0,0.6616211,356.625,266.25,0.5708008,269.625,327.0,0.53808594,161.90625,239.625,0.7158203,138.84375,317.625,0.74560547,128.53125,349.5,0.72216797,345.375,286.125,0.04586792,344.625,265.5,0.05117798,334.6875,316.125,0.057495117,253.125,310.5,0.033081055,225.375,294.0,0.037902832,260.25,333.375,0.06512451
5,22,1,1455.75,276.0,0.97216797,1417.5,269.25,0.98828125,1432.5,306.75,0.99316406,1456.5,213.0,0.89160156,1416.0,448.5,0.26733398,1554.0,254.25,0.91064453,1578.0,423.75,0.96533203,1582.5,583.5,0.95214844,1329.0,263.25,0.9863281,1308.75,448.5,0.99609375,1315.5,657.0,0.9848633,1480.5,477.0,0.16137695,1459.5,531.0,0.33398438,1405.5,621.75,0.47631836,1326.75,467.25,0.45776367,1287.75,512.25,0.6323242,1269.0,612.0,0.6723633
5,22,2,900.75,441.75,0.9433594,865.5,451.5,0.98583984,888.75,472.5,0.9794922,837.75,435.0,0.70947266,715.125,484.5,0.3449707,924.75,433.5,0.20129395,949.5,520.5,0.11242676,963.0,575.25,0.08630371,733.875,445.5,0.8964844,716.25,563.25,0.7011719,843.75,582.0,0.46069336,797.25,517.5,0.046905518,846.0,543.0,0.043762207,832.5,576.75,0.026657104,688.5,534.75,0.29345703,720.0,570.75,0.23095703,765.75,609.75,0.09667969
5,22,3,510.375,517.5,0.9682617,471.0,514.5,0.9794922,486.375,544.5,0.9838867,480.75,438.0,0.6328125,518.25,485.25,0.06021118,588.0,483.75,0.30273438,584.25,588.75,0.21557617,520.875,626.25,0.19274902,365.625,452.25,0.6166992,312.0,540.0,0.53027344,359.8125,496.5,0.53515625,583.5,528.75,0.016845703,607.125,566.25,0.014785767,595.875,594.0,0.013847351,436.125,529.5,0.018341064,442.875,579.0,0.019500732,498.75,602.25,0.02041626
5,22,4,1085.25,502.5,0.93896484,1050.75,500.25,0.95654297,1070.25,527.25,0.97314453,1061.25,426.0,0.65722656,1079.25,485.25,0.15563965,1140.0,444.0,0.33691406,1162.5,545.25,0.26367188,1143.75,608.25,0.24291992,981.0,446.25,0.48413086,969.0,564.0,0.359375,996.0,631.5,0.32617188,1128.75,517.5,0.04486084,1132.5,552.75,0.03881836,1129.5,600.0,0.036712646,1025.25,519.0,0.041778564,1024.5,562.5,0.03353882,1048.5,603.0,0.03845215
5,22,5,248.25,230.625,0.9511719,211.875,234.75,0.96191406,238.125,259.125,0.9794922,225.5625,255.0,0.48339844,229.875,304.125,0.18261719,316.125,192.0,0.5957031,336.0,98.25,0.51708984,275.4375,-18.75,0.46679688,139.21875,220.875,0.6010742,84.0,191.25,0.5185547,105.09375,141.0,0.5463867,294.75,308.25,0.08660889,357.5625,315.375,0.07965088,350.0625,336.375,0.06951904,176.625,326.625,0.057495117,192.5625,339.75,0.0592041,244.6875,354.0,0.06982422
6,22,1,1456.5,256.875,0.9614258,1416.75,255.375,0.984375,1434.75,294.0,0.99072266,1458.0,221.25,0.890625,1426.5,459.75,0.19824219,1555.5,252.75,0.89404297,1578.0,414.75,0.95996094,1578.0,571.5,0.94970703,1325.25,264.0,0.9863281,1284.75,439.5,0.99609375,1257.0,659.25,0.9873047,1494.0,470.25,0.14941406,1458.0,524.25,0.30908203,1404.0,615.75,0.41918945,1359.75,474.0,0.37036133,1340.25,522.0,0.5283203,1344.75,618.0,0.59375
6,22,2,902.25,444.0,0.94384766,867.75,453.75,0.9863281,891.75,471.75,0.98046875,829.5,449.25,0.7294922,712.5,486.0,0.28686523,917.25,440.25,0.18737793,940.5,524.25,0.103759766,972.0,564.75,0.08929443,726.75,464.25,0.9160156,723.375,588.75,0.7392578,891.0,583.5,0.49023438,795.0,511.5,0.034606934,842.25,524.25,0.032287598,824.25,558.75,0.020721436,686.25,537.0,0.25268555,734.25,559.5,0.20837402,789.75,599.25,0.07879639
6,22,3,519.75,522.0,0.96191406,480.375,517.5,0.97802734,493.125,547.5,0.9838867,492.75,439.5,0.6386719,505.125,485.25,0.06384277,589.875,483.0,0.23718262,578.25,584.25,0.18652344,519.375,621.0,0.203125,381.5625,448.5,0.6801758,321.5625,535.5,0.6411133,365.0625,502.5,0.6533203,573.375,524.25,0.013168335,595.125,560.25,0.01272583,582.0,592.5,0.014839172,433.875,519.0,0.025268555,439.125,567.0,0.027114868,488.625,600.0,0.030151367
6,22,4,1086.0,503.25,0.93408203,1050.75,501.0,0.9555664,1070.25,524.25,0.9707031,1056.0,432.0,0.58691406,1072.5,465.0,0.17700195,1130.25,453.75,0.23022461,1142.25,545.25,0.1829834,1114.5,600.0,0.22302246,980.25,449.25,0.4387207,967.5,559.5,0.31396484,1028.25,618.0,0.34887695,1118.25,492.75,0.03567505,1133.25,506.25,0.035064697,1125.0,553.5,0.039794922,1018.5,491.25,0.04248047,1025.25,510.75,0.03881836,1053.0,553.5,0.049224854
6,22,5,264.75,224.25,0.9614258,222.75,222.375,0.97314453,244.875,254.625,0.98046875,234.1875,268.875,0.49365234,226.5,348.75,0.11279297,314.625,258.375,0.29541016,319.3125,334.125,0.1796875,306.375,392.25,0.13806152,155.0625,233.625,0.6669922,112.96875,258.0,0.4729004,178.40625,236.25,0.37060547,290.8125,364.5,0.033843994,343.125,372.75,0.030853271,337.875,399.75,0.02229309,170.15625,367.5,0.06008911,181.125,374.25,0.05419922,218.0625,403.5,0.03933716
7,22,1,1483.5,227.25,0.9863281,1443.75,224.25,0.9790039,1461.0,264.75,0.9941406,1436.25,219.0,0.8823242,1392.75,489.0,0.87402344,1569.0,242.25,0.9785156,1587.0,423.0,0.9892578,1520.25,603.0,0.94873047,1318.5,209.625,0.8388672,1246.5,344.625,0.8066406,1173.75,437.25,0.6894531,1469.25,506.25,0.8613281,1452.0,566.25,0.9399414,1377.75,647.25,0.9042969,1322.25,465.0,0.8227539,1252.5,522.0,0.86816406,1230.0,614.25,0.7832031
7,22,2,902.25,450.75,0.95410156,865.5,460.5,0.9873047,889.5,478.5,0.98095703,838.5,455.25,0.68847656,717.0,475.5,0.27392578,935.25,440.25,0.17053223,966.0,510.75,0.08538818,989.25,534.75,0.077941895,738.75,469.5,0.8979492,749.25,594.0,0.69628906,931.5,600.75,0.42016602,804.0,516.0,0.029205322,847.5,541.5,0.02645874,823.5,573.75,0.016723633,694.5,539.25,0.24450684,745.5,572.25,0.19104004,804.0,612.0,0.06756592
7,22,3,525.375,521.25,0.9584961,486.375,517.5,0.9794922,499.125,547.5,0.9838867,492.75,443.25,0.60839844,483.375,489.75,0.053100586,594.75,482.25,0.21679688,584.625,588.75,0.16699219,531.375,627.75,0.17907715,375.9375,442.5,0.7192383,298.125,527.25,0.6821289,336.5625,476.25,0.6767578,554.625,537.0,0.00945282,576.75,565.5,0.009376526,556.875,597.0,0.011421204,412.875,526.5,0.024230957,414.0,567.75,0.027008057,458.25,603.75,0.02722168
7,22,4,1089.75,504.75,0.9633789,1053.75,501.0,0.97265625,1071.75,528.0,0.98095703,1062.0,436.5,0.59277344,1074.75,465.75,0.17028809,1145.25,459.0,0.30322266,1155.75,547.5,0.18371582,1130.25,609.0,0.18640137,966.0,450.0,0.48095703,926.25,556.5,0.27783203,1006.5,618.0,0.2919922,1123.5,508.5,0.04638672,1149.0,534.0,0.037109375,1130.25,582.0,0.032470703,1014.0,512.25,0.036895752,1020.0,540.0,0.030914307,1051.5,582.75,0.032409668
7,22,5,273.375,240.0,0.96972656,230.625,237.0,0.9814453,249.1875,270.0,0.9868164,241.5,262.875,0.5209961,243.9375,331.875,0.0619812,335.625,285.0,0.27001953,327.0,392.25,0.18273926,287.4375,465.0,0.14758301,160.78125,255.375,0.7080078,124.5,326.25,0.5942383,193.125,320.25,0.49487305,306.375,368.25,0.015716553,350.625,370.5,0.017242432,331.6875,406.5,0.015426636,169.125,362.25,0.035949707,180.75,364.5,0.045196533,211.875,406.5,0.037963867
8,22,1,1502.25,208.125,0.98779297,1467.75,199.5,0.96972656,1476.0,242.25,0.99560547,1427.25,223.875,0.85253906,1413.75,471.0,0.93359375,1542.0,231.0,0.99365234,1578.0,389.25,0.9970703,1566.0,567.75,0.98876953,1359.75,136.125,0.8076172,1315.5,57.75,0.7338867,1353.75,-44.625,0.54833984,1473.0,479.25,0.96875,1512.75,552.75,0.9926758,1479.75,648.0,0.9868164,1332.75,436.5,0.89990234,1258.5,492.0,0.9423828,1234.5,595.5,0.8881836
8,22,2,894.75,448.5,0.96240234,855.75,457.5,0.98583984,878.25,478.5,0.98095703,839.25,447.0,0.6586914,729.75,484.5,0.20605469,954.0,432.0,0.20373535,991.5,510.75,0.095703125,1012.5,538.5,0.07739258,735.375,465.0,0.8964844,747.75,593.25,0.67529297,937.5,592.5,0.38891602,821.25,524.25,0.024520874,868.5,543.75,0.02293396,842.25,576.75,0.01348114,700.125,549.0,0.1973877,748.5,576.75,0.15649414,812.25,615.75,0.052246094
8,22,3,518.625,522.75,0.9682617,480.375,517.5,0.9760742,493.875,546.75,0.98339844,494.25,432.75,0.66259766,489.0,463.5,0.07159424,596.25,475.5,0.31201172,586.875,582.0,0.22595215,535.125,633.75,0.1965332,390.75,443.25,0.6567383,345.5625,541.5,0.5605469,415.875,540.0,0.52783203,561.375,511.5,0.018188477,589.5,554.25,0.015716553,571.5,588.0,0.0151901245,418.125,507.75,0.024993896,427.5,560.25,0.025558472,471.0,593.25,0.025802612
8,22,4,1090.5,496.5,0.9682617,1056.75,497.25,0.9682617,1074.75,522.75,0.9824219,1060.5,426.0,0.6430664,1095.0,491.25,0.13232422,1146.0,453.0,0.49951172,1161.0,554.25,0.3449707,1143.75,624.0,0.26635742,961.5,451.5,0.43359375,927.0,563.25,0.20507812,1009.5,594.75,0.21276855,1155.75,528.75,0.058776855,1183.5,545.25,0.04458618,1169.25,594.0,0.033721924,1023.0,542.25,0.022537231,1025.25,565.5,0.018722534,1065.75,604.5,0.018981934
8,22,5,293.625,310.125,0.9453125,249.75,315.75,0.97314453,275.625,343.5,0.9741211,261.0,249.0,0.5996094,292.6875,289.5,0.20837402,332.25,256.125,0.32617188,330.375,273.0,0.18933105,273.75,244.875,0.11816406,195.375,255.375,0.6772461,180.46875,291.0,0.49975586,219.375,240.75,0.3942871,341.4375,324.75,0.043701172,374.8125,348.75,0.034484863,362.8125,401.25,0.02810669,221.4375,328.875,0.08868408,226.5,355.5,0.07287598,243.0,408.75,0.05996704
9,22,1,1533.0,198.75,0.98291016,1493.25,192.0,0.9716797,1507.5,233.25,0.99316406,1470.75,206.25,0.82421875,1432.5,476.25,0.8100586,1578.0,218.25,0.9819336,1602.0,371.25,0.98876953,1570.5,551.25,0.96875,1378.5,145.5,0.8178711,1325.25,132.0,0.7739258,1433.25,64.875,0.6791992,1504.5,490.5,0.87841797,1560.0,549.75,0.9609375,1518.75,636.75,0.94091797,1338.75,459.0,0.8022461,1264.5,501.0,0.8925781,1256.25,597.75,0.7949219
9,22,2,894.0,447.0,0.96240234,855.0,455.25,0.9819336,876.75,477.0,0.97802734,839.25,435.75,0.64746094,744.375,492.75,0.1998291,961.5,422.25,0.23352051,1000.5,508.5,0.101257324,1018.5,535.5,0.076293945,739.875,460.5,0.8979492,745.125,595.5,0.65966797,942.75,585.0,0.3671875,831.75,522.75,0.027267456,879.0,531.75,0.025421143,845.25,567.75,0.01374054,705.75,551.25,0.19311523,743.25,567.75,0.15588379,797.25,609.0,0.049041748
9,22,3,525.75,520.5,0.9663086,489.375,525.0,0.98046875,505.875,549.0,0.98583984,489.375,443.25,0.81103516,457.5,439.5,0.21716309,587.625,480.0,0.33276367,592.5,573.75,0.24633789,553.5,639.75,0.20751953,402.375,478.5,0.7626953,394.875,579.0,0.6352539,466.125,580.5,0.5385742,554.625,486.75,0.041625977,572.625,528.75,0.032958984,571.125,567.75,0.030212402,393.75,492.75,0.099121094,379.5,548.25,0.080078125,407.25,589.5,0.06427002
9,22,4,1095.75,494.25,0.9663086,1060.5,495.0,0.96777344,1081.5,519.75,0.97998047,1059.75,428.25,0.64990234,1104.75,480.0,0.1427002,1136.25,456.0,0.5,1152.0,544.5,0.34521484,1134.0,601.5,0.2824707,968.25,454.5,0.39916992,946.5,554.25,0.18688965,1027.5,591.0,0.20092773,1154.25,522.75,0.066833496,1175.25,543.75,0.05090332,1166.25,586.5,0.0385437,1032.75,536.25,0.022369385,1037.25,564.0,0.017578125,1080.75,594.0,0.019348145
9,22,5,525.0,521.25,0.94873047,495.75,525.75,0.9692383,512.25,544.5,0.98339844,488.625,455.25,0.9321289,461.625,439.5,0.37353516,562.5,474.75,0.8510742,557.625,533.25,0.73828125,506.625,539.25,0.6591797,424.5,468.75,0.9326172,385.5,513.0,0.8413086,442.125,478.5,0.76123047,544.125,482.25,0.1439209,562.875,492.0,0.10394287,542.625,527.25,0.10430908,399.0,485.25,0.24291992,410.25,496.5,0.17565918,427.5,537.0,0.15625
10,22,1,1551.0,194.625,0.9848633,1505.25,188.625,0.9716797,1521.75,230.25,0.99365234,1506.75,241.125,0.6870117,1464.0,489.0,0.7089844,1611.0,230.25,0.9160156,1614.0,389.25,0.9326172,1591.5,576.0,0.85253906,1395.0,163.5,0.87402344,1272.0,212.25,0.8642578,1369.5,237.375,0.80566406,1542.0,481.5,0.75341797,1630.5,546.0,0.8964844,1612.5,636.0,0.8457031,1374.0,468.0,0.76171875,1302.75,525.75,0.8852539,1278.75,624.0,0.7680664
10,22,2,894.0,445.5,0.9604492,853.5,453.0,0.98095703,876.0,476.25,0.97509766,846.75,441.0,0.6035156,754.5,496.5,0.19824219,963.0,419.25,0.2397461,1001.25,501.0,0.10559082,1011.75,527.25,0.08508301,744.0,455.25,0.8984375,740.25,585.75,0.6772461,942.0,582.75,0.40478516,840.0,525.75,0.02998352,893.25,536.25,0.029144287,858.0,570.0,0.015960693,713.25,555.0,0.20153809,747.75,570.0,0.17041016,799.5,609.0,0.055603027
10,22,3,538.125,528.0,0.9614258,503.25,519.75,0.98779297,517.125,552.0,0.99316406,507.75,455.25,0.8461914,424.875,466.5,0.17956543,584.25,489.75,0.7495117,603.75,561.75,0.7714844,578.25,623.25,0.78564453,427.5,424.5,0.8515625,365.25,406.5,0.85595703,398.25,402.0,0.84033203,480.75,511.5,0.046020508,520.875,535.5,0.06829834,483.75,571.5,0.116760254,386.625,481.5,0.1373291,385.125,494.25,0.14428711,405.0,546.75,0.1850586
10,22,4,1095.0,495.0,0.9663086,1059.0,494.25,0.96484375,1080.0,520.5,0.9770508,1065.0,433.5,0.6147461,1107.0,478.5,0.13574219,1132.5,458.25,0.49487305,1144.5,547.5,0.31811523,1114.5,603.0,0.23828125,978.0,453.0,0.32202148,953.25,553.5,0.13244629,1020.0,603.0,0.13867188,1146.75,526.5,0.06488037,1163.25,550.5,0.046203613,1155.0,587.25,0.031921387,1042.5,534.75,0.01876831,1047.75,566.25,0.013587952,1086.0,591.0,0.014556885
