frame_id,class_id,instance_id,x0,y0,score0,x1,y1,score1,x2,y2,score2,x3,y3,score3,x4,y4,score4,x5,y5,score5,x6,y6,score6,x7,y7,score7,x8,y8,score8,x9,y9,score9,x10,y10,score10,x11,y11,score11,x12,y12,score12,x13,y13,score13,x14,y14,score14,x15,y15,score15,x16,y16,score16
6,22,1,1308.0,573.75,0.8720703,1293.0,568.5,0.8911133,1299.75,602.25,0.95214844,1346.25,549.0,0.92822266,1295.25,846.75,0.44726562,1427.25,567.0,0.97998047,1474.5,702.0,0.9760742,1313.25,746.25,0.9604492,1234.5,552.0,0.98095703,1161.75,676.5,0.9873047,1212.0,795.75,0.9707031,1410.0,845.25,0.3178711,1474.5,796.5,0.44604492,1432.5,855.75,0.4387207,1231.5,834.0,0.39941406,1138.5,774.75,0.5029297,1146.0,840.0,0.47875977
7,22,1,1307.25,567.0,0.89501953,1293.0,560.25,0.9013672,1294.5,594.75,0.9633789,1353.0,556.5,0.9291992,1296.0,845.25,0.42871094,1436.25,567.0,0.97753906,1478.25,698.25,0.97753906,1332.75,760.5,0.96484375,1238.25,553.5,0.984375,1168.5,675.0,0.9921875,1206.75,811.5,0.97998047,1411.5,839.25,0.28808594,1471.5,796.5,0.41186523,1425.75,852.75,0.44384766,1230.0,827.25,0.41381836,1145.25,771.75,0.52246094,1146.0,837.0,0.51708984
8,22,1,1314.75,568.5,0.9165039,1295.25,561.75,0.9140625,1299.0,596.25,0.9692383,1356.0,563.25,0.9267578,1297.5,843.0,0.53564453,1435.5,567.0,0.96875,1472.25,700.5,0.97216797,1377.0,784.5,0.9506836,1240.5,557.25,0.9824219,1177.5,684.0,0.99121094,1206.75,822.0,0.97509766,1408.5,826.5,0.3400879,1467.0,788.25,0.45922852,1431.75,850.5,0.4921875,1228.5,817.5,0.50390625,1154.25,769.5,0.6035156,1146.75,840.0,0.5805664
9,22,1,1312.5,564.75,0.9189453,1296.0,559.5,0.9067383,1298.25,594.0,0.9716797,1356.0,559.5,0.93359375,1299.0,839.25,0.58496094,1434.75,561.75,0.97265625,1476.0,693.0,0.97753906,1391.25,794.25,0.9580078,1240.5,558.75,0.9838867,1176.0,683.25,0.9921875,1211.25,823.5,0.9785156,1407.75,819.0,0.40185547,1469.25,786.0,0.53515625,1435.5,855.75,0.56689453,1227.0,813.75,0.5761719,1149.0,769.5,0.67822266,1137.0,847.5,0.6503906
10,22,1,1316.25,562.5,0.93359375,1300.5,558.0,0.95166016,1299.75,591.0,0.9824219,1352.25,557.25,0.9321289,1288.5,808.5,0.67822266,1436.25,551.25,0.9584961,1476.75,690.0,0.9609375,1384.5,796.5,0.9316406,1246.5,544.5,0.9692383,1165.5,664.5,0.97753906,1149.75,781.5,0.953125,1401.75,792.0,0.5175781,1473.75,766.5,0.64501953,1446.75,846.0,0.6411133,1220.25,783.75,0.7055664,1143.0,755.25,0.8154297,1110.75,846.0,0.7739258
11,22,1,1306.5,555.75,0.8569336,1289.25,557.25,0.76953125,1290.75,584.25,0.94628906,1350.0,575.25,0.8618164,1305.75,792.75,0.6689453,1428.75,540.75,0.98291016,1481.25,690.0,0.9868164,1379.25,789.75,0.9609375,1240.5,538.5,0.89697266,1155.0,603.0,0.9423828,1075.5,505.5,0.9121094,1405.5,778.5,0.7182617,1465.5,788.25,0.8779297,1449.0,837.75,0.8408203,1238.25,769.5,0.7158203,1158.0,781.5,0.8808594,1148.25,841.5,0.81103516
12,22,1,1286.25,549.75,0.9501953,1275.75,549.0,0.9140625,1270.5,578.25,0.98339844,1342.5,583.5,0.89404297,1292.25,807.0,0.78027344,1415.25,559.5,0.99560547,1476.0,688.5,0.99560547,1352.25,783.75,0.984375,1226.25,522.0,0.94677734,1107.75,474.75,0.9604492,998.25,343.5,0.90478516,1394.25,810.0,0.82666016,1452.0,808.5,0.9272461,1431.0,834.0,0.8886719,1240.5,794.25,0.7636719,1146.0,790.5,0.86816406,1148.25,825.75,0.78808594
12,22,3,887.25,678.75,0.9277344,866.25,682.5,0.9165039,882.0,708.75,0.9658203,928.5,636.75,0.75634766,842.25,817.5,0.36254883,979.5,649.5,0.7939453,962.25,766.5,0.8144531,828.75,826.5,0.7788086,849.0,650.25,0.6459961,804.0,750.75,0.67578125,780.0,818.25,0.68408203,927.0,827.25,0.17565918,921.0,815.25,0.27514648,846.0,845.25,0.30810547,795.0,801.0,0.31298828,717.0,768.75,0.37182617,668.25,817.5,0.37109375
13,22,1,1282.5,542.25,0.95458984,1273.5,541.5,0.92822266,1266.75,572.25,0.9868164,1341.0,577.5,0.8959961,1287.0,804.75,0.75634766,1415.25,546.0,0.9941406,1479.75,684.75,0.9941406,1338.0,780.75,0.9790039,1217.25,522.75,0.94189453,1098.75,513.0,0.96191406,950.25,387.75,0.9111328,1394.25,805.5,0.7915039,1438.5,807.0,0.91308594,1418.25,831.0,0.86621094,1237.5,788.25,0.75927734,1138.5,792.0,0.86865234,1141.5,827.25,0.7792969
13,22,3,924.0,668.25,0.8779297,904.5,672.0,0.9604492,919.5,693.75,0.97802734,900.75,635.25,0.8144531,868.5,814.5,0.37939453,972.0,645.0,0.75878906,987.0,760.5,0.8310547,887.25,838.5,0.8227539,838.5,635.25,0.8491211,785.25,748.5,0.8798828,713.625,825.0,0.8588867,975.75,820.5,0.19152832,1001.25,808.5,0.30859375,970.5,843.75,0.3852539,799.5,800.25,0.3815918,712.5,785.25,0.45776367,675.0,835.5,0.4765625
14,22,1,1278.0,545.25,0.9682617,1268.25,544.5,0.94091797,1260.75,573.0,0.99072266,1341.75,571.5,0.9350586,1291.5,802.5,0.80371094,1416.75,537.0,0.99365234,1482.0,681.0,0.99365234,1357.5,789.0,0.97753906,1223.25,552.75,0.95703125,1112.25,624.75,0.9760742,945.0,538.5,0.9526367,1399.5,789.0,0.8300781,1438.5,790.5,0.921875,1431.0,822.75,0.88183594,1243.5,786.0,0.8222656,1149.0,796.5,0.9140625,1137.0,838.5,0.8496094
14,22,3,939.0,693.75,0.8569336,924.75,692.25,0.94873047,931.5,713.25,0.96777344,910.5,644.25,0.82128906,870.75,816.75,0.25927734,987.75,661.5,0.74560547,997.5,786.0,0.78759766,875.25,845.25,0.7446289,834.75,639.0,0.8613281,775.5,757.5,0.8833008,715.875,835.5,0.81396484,967.5,824.25,0.12335205,981.75,804.0,0.1977539,942.0,847.5,0.23071289,802.5,795.0,0.25048828,720.75,773.25,0.3071289,694.875,828.0,0.31225586
